EmployeeID,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition,prediction_label,prediction_score
2336,35,Travel_Rarely,Sales,12,2,Life Sciences,1,Female,2,Sales Executive,Single,23180,3.0,Y,19,8,0,10.0,4,5,0,4,1.0,3.0,3.0,4,3,No,No,1.0
2337,39,Travel_Rarely,Sales,2,2,Medical,1,Female,1,Sales Executive,Married,20080,2.0,Y,12,8,0,11.0,3,7,7,6,4.0,3.0,3.0,3,3,No,No,0.85
2338,29,Travel_Frequently,Research & Development,5,1,Medical,1,Female,1,Research Scientist,Divorced,62440,1.0,Y,22,8,0,6.0,3,6,1,3,1.0,4.0,4.0,3,4,No,No,0.92
2339,50,Travel_Rarely,Research & Development,4,2,Medical,1,Female,1,Laboratory Technician,Married,27990,4.0,Y,12,8,1,27.0,0,1,0,0,3.0,3.0,3.0,1,3,No,No,1.0
2340,23,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Female,3,Manager,Married,105520,2.0,Y,11,8,0,4.0,2,2,2,2,4.0,3.0,3.0,3,3,No,No,0.99
2341,36,Travel_Frequently,Sales,21,3,Life Sciences,1,Male,2,Human Resources,Married,23290,3.0,Y,15,8,0,9.0,2,3,0,2,1.0,1.0,3.0,3,3,No,No,0.99
2342,42,Travel_Rarely,Research & Development,8,2,Life Sciences,1,Female,5,Manager,Single,40140,8.0,Y,13,8,1,24.0,3,1,0,1,4.0,4.0,3.0,3,3,No,No,1.0
2343,35,Travel_Rarely,Sales,4,3,Medical,1,Female,2,Laboratory Technician,Married,74030,1.0,Y,12,8,1,10.0,4,10,6,8,2.0,3.0,2.0,3,3,No,No,0.98
2344,34,Travel_Frequently,Research & Development,25,1,Life Sciences,1,Female,1,Manager,Married,22590,1.0,Y,14,8,0,8.0,2,8,7,7,4.0,3.0,2.0,3,3,No,No,0.99
2345,40,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,2,Laboratory Technician,Married,69320,1.0,Y,13,8,0,5.0,5,5,1,2,4.0,1.0,3.0,3,3,No,No,0.98
2346,43,Travel_Rarely,Research & Development,1,1,Other,1,Male,1,Manager,Divorced,46780,5.0,Y,25,8,1,8.0,0,6,0,2,4.0,2.0,3.0,4,4,No,No,0.98
2347,35,Travel_Rarely,Sales,6,3,Marketing,1,Female,3,Sales Representative,Married,135820,1.0,Y,17,8,1,1.0,3,1,0,1,3.0,4.0,2.0,2,3,No,No,0.83
2348,46,Travel_Rarely,Research & Development,12,4,Technical Degree,1,Male,1,Laboratory Technician,Single,23320,1.0,Y,11,8,0,27.0,2,26,0,12,4.0,1.0,1.0,3,3,No,No,0.86
2349,28,Travel_Rarely,Human Resources,1,3,Medical,1,Female,2,Laboratory Technician,Married,24130,1.0,Y,16,8,1,1.0,2,1,0,0,3.0,2.0,3.0,3,3,Yes,Yes,0.81
2350,22,Non-Travel,Sales,17,2,Marketing,1,Male,3,Sales Executive,Married,97050,1.0,Y,18,8,2,4.0,3,4,1,3,2.0,3.0,2.0,2,3,No,No,0.99
2351,50,Travel_Frequently,Research & Development,3,3,Other,1,Male,2,Research Scientist,Married,42940,2.0,Y,20,8,0,32.0,2,30,12,13,2.0,3.0,3.0,2,4,No,No,1.0
2352,32,Travel_Rarely,Research & Development,3,2,Life Sciences,1,Male,3,Research Scientist,Married,47210,3.0,Y,14,8,1,6.0,3,3,0,2,2.0,4.0,3.0,3,3,No,No,0.95
2353,44,Travel_Rarely,Research & Development,10,3,Technical Degree,1,Male,3,Manager,Divorced,25190,0.0,Y,21,8,2,23.0,2,22,1,10,2.0,4.0,2.0,3,4,No,No,0.99
2354,30,Travel_Rarely,Research & Development,4,3,Medical,1,Female,1,Research Director,Married,21210,1.0,Y,13,8,1,6.0,2,6,1,1,2.0,2.0,2.0,3,3,No,No,0.98
2355,45,Travel_Rarely,Sales,29,2,Technical Degree,1,Female,2,Research Scientist,Single,29730,1.0,Y,12,8,0,10.0,2,10,1,4,3.0,1.0,3.0,3,3,No,No,0.99
2356,45,Non-Travel,Sales,2,4,Life Sciences,1,Male,2,Manufacturing Director,Married,58550,1.0,Y,14,8,1,10.0,3,10,4,5,1.0,1.0,3.0,2,3,No,No,0.97
2357,31,Travel_Frequently,Research & Development,7,3,Medical,1,Male,2,Research Scientist,Single,36170,7.0,Y,21,8,1,10.0,5,5,0,3,4.0,1.0,3.0,3,4,No,No,0.99
2358,36,Travel_Rarely,Research & Development,18,1,Medical,1,Male,2,Manufacturing Director,Married,67250,9.0,Y,17,8,1,7.0,3,3,1,1,3.0,3.0,3.0,3,3,No,No,1.0
2359,34,Travel_Frequently,Sales,28,4,Marketing,1,Male,5,Manufacturing Director,Divorced,103250,1.0,Y,11,8,1,9.0,3,9,7,2,3.0,4.0,3.0,2,3,No,No,0.99
2360,49,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,3,Healthcare Representative,Married,69490,1.0,Y,14,8,1,10.0,2,9,1,4,3.0,1.0,2.0,3,3,No,No,0.93
2361,39,Travel_Rarely,Research & Development,6,2,Life Sciences,1,Male,3,Research Scientist,Married,106090,2.0,Y,17,8,1,10.0,2,7,7,7,2.0,1.0,3.0,3,3,No,No,0.99
2362,27,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Male,4,Research Scientist,Divorced,44470,1.0,Y,13,8,0,7.0,4,7,0,7,4.0,1.0,3.0,3,3,No,No,0.97
2363,35,Travel_Rarely,Research & Development,2,3,Medical,1,Female,2,Sales Executive,Married,21570,1.0,Y,25,8,0,16.0,1,16,1,10,2.0,1.0,3.0,2,4,No,No,0.99
2364,28,Travel_Rarely,Research & Development,23,3,Life Sciences,1,Male,3,Manufacturing Director,Divorced,46010,0.0,Y,15,8,2,6.0,2,5,0,0,2.0,1.0,2.0,3,3,No,No,0.99
2365,21,Travel_Rarely,Research & Development,3,1,Life Sciences,1,Female,1,Laboratory Technician,Single,170990,1.0,Y,14,8,1,3.0,2,2,2,2,3.0,4.0,3.0,3,3,No,No,0.97
2366,18,Travel_Frequently,Research & Development,3,5,Medical,1,Male,1,Research Director,Single,24790,,Y,12,8,1,0.0,2,0,0,0,2.0,4.0,4.0,2,3,Yes,Yes,0.97
2367,47,Travel_Rarely,Research & Development,25,4,Medical,1,Male,2,Research Scientist,Married,148520,3.0,Y,19,8,3,27.0,3,5,1,0,4.0,3.0,3.0,2,3,No,No,1.0
2368,39,Travel_Rarely,Sales,2,4,Life Sciences,1,Male,1,Laboratory Technician,Divorced,72640,0.0,Y,17,8,0,,5,10,0,7,3.0,3.0,3.0,3,3,No,No,0.96
2369,40,Travel_Rarely,Research & Development,22,1,Life Sciences,1,Male,1,Laboratory Technician,Married,56660,1.0,Y,14,8,1,18.0,2,18,14,12,1.0,3.0,3.0,3,3,No,No,0.9
2370,35,Non-Travel,Research & Development,29,3,Medical,1,Female,2,Sales Executive,Married,78230,1.0,Y,13,8,1,15.0,3,14,2,9,3.0,3.0,3.0,3,3,No,No,1.0
2371,37,Travel_Rarely,Research & Development,29,4,Technical Degree,1,Male,1,Laboratory Technician,Married,78800,3.0,Y,12,8,1,9.0,2,4,0,2,3.0,3.0,2.0,4,3,No,No,0.99
2372,39,Travel_Frequently,Research & Development,2,3,Technical Degree,1,Female,2,Manager,Single,131940,0.0,Y,11,8,0,10.0,2,9,3,8,1.0,3.0,1.0,3,3,No,No,1.0
2373,45,Travel_Rarely,Research & Development,28,3,Life Sciences,1,Female,2,Laboratory Technician,Divorced,50670,1.0,Y,11,8,2,10.0,3,10,3,9,4.0,4.0,3.0,2,3,No,No,1.0
2374,38,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,3,Sales Executive,Married,50790,3.0,Y,11,8,0,10.0,3,5,0,2,4.0,3.0,4.0,3,3,No,No,0.99
2375,35,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,3,Healthcare Representative,Married,23210,9.0,Y,12,8,1,15.0,0,13,6,0,4.0,1.0,3.0,3,3,Yes,Yes,0.98
2376,37,Travel_Rarely,Research & Development,22,3,Life Sciences,1,Female,2,Healthcare Representative,Married,174440,1.0,Y,14,8,0,8.0,4,8,7,7,2.0,2.0,1.0,3,3,No,No,1.0
2377,40,Travel_Rarely,Research & Development,8,3,Technical Degree,1,Female,2,Healthcare Representative,Single,24040,6.0,Y,17,8,0,18.0,2,4,3,3,3.0,4.0,2.0,2,3,No,No,0.99
2378,44,Travel_Frequently,Sales,2,2,Marketing,1,Male,1,Laboratory Technician,Married,34520,4.0,Y,11,8,1,14.0,2,10,0,2,1.0,4.0,3.0,2,3,No,No,0.99
2379,48,Travel_Frequently,Sales,10,4,Marketing,1,Female,3,Manager,Married,22700,2.0,Y,14,8,3,23.0,2,2,2,2,3.0,4.0,3.0,3,3,No,No,0.98
2380,35,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Male,2,Manager,Divorced,173990,6.0,Y,12,8,0,7.0,3,2,2,2,,4.0,2.0,1,3,Yes,Yes,0.85
2381,24,Travel_Frequently,Research & Development,15,3,Life Sciences,1,Male,2,Research Scientist,Single,54880,1.0,Y,22,8,1,6.0,6,6,1,3,1.0,4.0,3.0,3,4,No,No,0.95
2382,27,Travel_Rarely,Sales,10,4,Life Sciences,1,Male,3,Sales Executive,Married,194190,7.0,Y,14,8,1,5.0,2,3,0,2,2.0,3.0,3.0,1,3,No,No,1.0
2383,27,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Male,1,Research Scientist,Single,28110,2.0,Y,20,8,0,6.0,3,4,1,2,4.0,4.0,2.0,3,4,No,No,0.99
2384,40,Travel_Rarely,Sales,16,4,Marketing,1,Male,1,Research Director,Single,36330,3.0,Y,16,8,2,10.0,0,4,0,3,1.0,1.0,1.0,3,3,Yes,Yes,0.97
2385,29,Travel_Rarely,Research & Development,20,1,Medical,1,Female,2,Manager,Single,41630,9.0,Y,15,8,1,8.0,4,5,1,4,3.0,3.0,3.0,2,3,No,No,1.0
2386,36,Travel_Rarely,Research & Development,23,3,Life Sciences,1,Female,3,Sales Executive,Married,21320,4.0,Y,20,8,0,9.0,1,3,0,2,2.0,1.0,3.0,2,4,No,No,0.94
2387,25,Travel_Frequently,Sales,5,1,Marketing,1,Male,4,Manufacturing Director,Divorced,139730,1.0,Y,14,8,0,7.0,3,7,0,7,4.0,3.0,3.0,2,3,No,No,0.93
2388,39,Travel_Rarely,Sales,10,3,Marketing,1,Female,2,Research Director,Married,26840,4.0,Y,12,8,0,7.0,2,5,1,0,4.0,2.0,3.0,3,3,No,No,0.95
2389,49,Travel_Rarely,Sales,4,2,Life Sciences,1,Male,2,Research Director,Married,108450,3.0,Y,24,8,0,27.0,4,4,1,2,1.0,2.0,3.0,2,4,No,No,0.98
2390,50,Travel_Rarely,Research & Development,2,2,Medical,1,Male,3,Sales Executive,Divorced,43770,5.0,Y,12,8,1,19.0,2,14,1,11,4.0,1.0,3.0,2,3,No,No,0.95
2391,20,Travel_Rarely,Research & Development,18,4,Medical,1,Female,2,Sales Executive,Single,37430,1.0,Y,13,8,1,2.0,2,2,2,2,3.0,3.0,3.0,3,3,No,No,0.96
2392,34,Travel_Rarely,Research & Development,10,3,Medical,1,Male,3,Laboratory Technician,Divorced,41480,1.0,Y,11,8,0,11.0,3,11,7,9,4.0,2.0,3.0,3,3,No,No,0.95
2393,36,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,2,Healthcare Representative,Single,10510,2.0,Y,14,8,0,15.0,2,4,1,3,1.0,2.0,3.0,3,3,No,No,0.99
2394,49,Travel_Rarely,Human Resources,6,2,Life Sciences,1,Female,2,Research Scientist,Married,107390,2.0,Y,11,8,3,30.0,3,15,2,12,3.0,3.0,3.0,3,3,No,No,0.98
2395,36,Non-Travel,Research & Development,8,4,Life Sciences,1,Male,4,Laboratory Technician,Married,103880,0.0,Y,14,8,0,4.0,2,3,1,2,4.0,3.0,,3,3,No,No,0.99
2396,36,Travel_Rarely,Research & Development,2,2,Medical,1,Female,2,Healthcare Representative,Divorced,114160,6.0,Y,16,8,0,13.0,2,5,0,4,4.0,1.0,3.0,3,3,No,No,0.99
2397,54,Travel_Rarely,Sales,24,3,Marketing,1,Male,1,Laboratory Technician,Married,26000,3.0,Y,14,8,0,36.0,5,10,4,7,2.0,3.0,3.0,3,3,No,No,1.0
2398,43,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,1,Research Scientist,Married,24220,1.0,Y,11,8,1,14.0,2,14,6,11,3.0,3.0,3.0,3,3,No,No,1.0
2399,35,Travel_Frequently,Research & Development,17,4,Medical,1,Male,1,Research Director,Single,54720,3.0,Y,11,8,1,13.0,3,11,6,7,4.0,4.0,4.0,2,3,Yes,Yes,0.89
2400,38,Travel_Frequently,Research & Development,19,2,Life Sciences,1,Male,2,Research Scientist,Married,24510,7.0,Y,12,8,1,19.0,3,13,2,9,4.0,4.0,4.0,3,3,No,No,0.97
2401,29,Travel_Rarely,Research & Development,1,2,Medical,1,Male,2,Sales Representative,Divorced,42400,1.0,Y,14,8,0,10.0,2,10,0,9,1.0,2.0,2.0,2,3,No,No,0.98
2402,33,Travel_Rarely,Research & Development,7,3,Medical,1,Male,5,Sales Executive,Divorced,109990,1.0,Y,18,8,3,6.0,3,6,0,4,4.0,4.0,3.0,2,3,No,No,0.94
2403,32,Travel_Rarely,Research & Development,5,4,Technical Degree,1,Male,5,Research Scientist,Divorced,50030,0.0,Y,13,8,0,10.0,5,9,1,6,4.0,2.0,2.0,3,3,No,No,0.97
2404,31,Travel_Rarely,Research & Development,28,4,Technical Degree,1,Female,2,Sales Executive,Married,127420,1.0,Y,11,8,0,10.0,4,10,0,2,1.0,4.0,3.0,2,3,No,No,0.98
2405,49,Travel_Rarely,Research & Development,2,4,Medical,1,Male,1,Laboratory Technician,Divorced,42270,4.0,Y,18,8,0,17.0,3,2,2,2,4.0,1.0,2.0,2,3,No,No,0.98
2406,38,Travel_Frequently,Sales,29,2,Medical,1,Female,1,Sales Executive,Single,39170,1.0,Y,15,8,3,4.0,2,4,3,3,4.0,2.0,3.0,3,3,No,No,1.0
2407,47,Travel_Rarely,Research & Development,1,4,Medical,1,Male,3,Laboratory Technician,Divorced,183030,6.0,Y,22,8,1,29.0,2,3,1,2,2.0,2.0,3.0,2,4,No,No,0.99
2408,49,Travel_Rarely,Research & Development,21,3,Medical,1,Male,2,Manufacturing Director,Single,23800,4.0,Y,13,8,0,23.0,3,8,0,0,3.0,3.0,3.0,1,3,No,No,1.0
2409,41,Travel_Rarely,Research & Development,24,4,Life Sciences,1,Female,4,Manager,Single,137260,3.0,Y,12,8,0,21.0,6,2,0,2,4.0,3.0,3.0,4,3,No,No,1.0
2410,20,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,1,Sales Representative,Single,47770,1.0,Y,18,8,1,2.0,3,2,0,2,4.0,1.0,3.0,3,3,No,No,0.94
2411,33,Non-Travel,Research & Development,18,2,Medical,1,Female,2,Healthcare Representative,Divorced,63850,1.0,Y,13,8,0,7.0,6,6,1,2,3.0,4.0,3.0,2,3,No,No,0.98
2412,36,Travel_Rarely,Research & Development,2,2,Technical Degree,1,Male,3,Sales Executive,Married,199730,6.0,Y,12,8,0,10.0,2,3,0,2,1.0,3.0,2.0,3,3,No,No,1.0
2413,44,Travel_Rarely,Research & Development,9,3,Technical Degree,1,Female,3,Healthcare Representative,Divorced,68610,4.0,Y,12,8,0,8.0,2,2,2,2,3.0,4.0,3.0,2,3,No,No,0.99
2414,23,Travel_Rarely,Human Resources,6,3,Life Sciences,1,Female,3,Laboratory Technician,Single,49690,1.0,Y,12,8,0,5.0,3,5,1,2,4.0,3.0,3.0,3,3,Yes,Yes,0.86
2415,38,Travel_Rarely,Research & Development,11,2,Life Sciences,1,Male,1,Sales Executive,Married,198450,7.0,Y,11,8,1,7.0,3,0,0,0,4.0,3.0,2.0,3,3,No,No,0.94
2416,53,Travel_Rarely,Research & Development,24,3,Life Sciences,1,Male,4,Research Director,Married,133200,3.0,Y,11,8,0,11.0,2,4,1,2,2.0,4.0,3.0,3,3,No,No,0.99
2417,48,Travel_Frequently,Sales,10,2,Marketing,1,Male,1,Healthcare Representative,Married,63470,2.0,Y,12,8,1,19.0,3,9,7,7,4.0,3.0,3.0,1,3,Yes,Yes,0.96
2418,32,Travel_Rarely,Sales,1,3,Life Sciences,1,Male,2,Research Scientist,Single,27430,1.0,Y,19,8,1,1.0,2,1,0,0,4.0,2.0,3.0,3,3,Yes,Yes,0.92
2419,26,Non-Travel,Research & Development,18,2,Medical,1,Male,1,Human Resources,Single,108800,1.0,Y,23,8,1,7.0,5,7,5,7,4.0,4.0,3.0,3,4,No,No,0.81
2420,55,Travel_Rarely,Research & Development,23,1,Life Sciences,1,Male,5,Laboratory Technician,Divorced,23420,5.0,Y,11,8,2,8.0,2,4,1,2,1.0,2.0,3.0,3,3,No,No,0.91
2421,34,Travel_Rarely,Sales,28,3,Life Sciences,1,Female,2,Research Scientist,Married,176500,1.0,Y,19,8,1,15.0,6,15,4,13,2.0,4.0,4.0,1,3,No,No,0.99
2422,60,Travel_Rarely,Sales,17,4,Medical,1,Male,1,Manager,Divorced,40250,3.0,Y,13,8,1,19.0,5,1,0,0,3.0,4.0,4.0,2,3,No,No,0.95
2423,33,Travel_Rarely,Sales,3,3,Life Sciences,1,Male,3,Manager,Married,97250,1.0,Y,11,8,0,14.0,0,14,2,13,2.0,2.0,3.0,3,3,No,No,0.97
2424,37,Travel_Frequently,Research & Development,13,3,Life Sciences,1,Male,1,Laboratory Technician,Divorced,119040,1.0,Y,12,8,1,6.0,4,6,1,3,3.0,4.0,2.0,3,3,No,No,1.0
2425,34,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Male,1,Healthcare Representative,Married,21770,1.0,Y,13,8,0,10.0,5,10,8,7,2.0,4.0,3.0,3,3,No,No,0.98
2426,23,Travel_Rarely,Research & Development,12,2,Medical,1,Male,2,Research Scientist,Divorced,75250,1.0,Y,14,8,2,3.0,2,3,0,2,3.0,4.0,3.0,3,3,Yes,Yes,0.9
2427,44,Travel_Rarely,Human Resources,1,3,Life Sciences,1,Male,1,Research Scientist,Married,48340,1.0,Y,14,8,0,9.0,1,8,6,7,3.0,4.0,3.0,4,3,No,No,1.0
2428,35,Travel_Frequently,Research & Development,13,3,Life Sciences,1,Male,3,Sales Executive,Single,20420,0.0,Y,16,8,0,6.0,2,5,1,4,1.0,4.0,4.0,3,3,No,No,0.98
2429,43,Travel_Rarely,Research & Development,25,4,Life Sciences,1,Male,2,Sales Executive,Married,22200,1.0,Y,11,8,0,10.0,2,10,8,8,4.0,4.0,3.0,1,3,No,No,1.0
2430,24,Travel_Rarely,Research & Development,6,3,Life Sciences,1,Male,3,Sales Executive,Married,10520,1.0,Y,13,8,0,5.0,3,5,0,4,3.0,3.0,3.0,3,3,No,No,0.99
2431,41,Travel_Rarely,Sales,6,4,Marketing,1,Male,1,Research Scientist,Single,28210,1.0,Y,17,8,0,10.0,3,10,8,7,4.0,3.0,3.0,3,3,No,No,1.0
2432,29,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Male,2,Research Scientist,Married,192370,9.0,Y,11,8,1,9.0,2,5,1,2,4.0,3.0,3.0,3,3,No,No,0.95
2433,36,Travel_Rarely,Human Resources,1,4,Life Sciences,1,Female,3,Research Scientist,Single,41070,3.0,Y,11,8,1,17.0,2,13,6,7,3.0,4.0,2.0,1,3,No,No,0.97
2434,45,Non-Travel,Sales,2,3,Life Sciences,1,Female,2,Manufacturing Director,Married,83960,3.0,Y,15,8,2,25.0,3,23,14,4,3.0,3.0,2.0,2,3,No,No,0.98
2435,24,Travel_Rarely,Sales,6,2,Medical,1,Female,2,Manager,Married,20070,1.0,Y,12,8,0,1.0,2,1,0,0,4.0,3.0,3.0,2,3,Yes,Yes,0.85
2436,47,Travel_Frequently,Research & Development,1,3,Medical,1,Female,2,Sales Executive,Married,196270,7.0,Y,11,8,2,25.0,1,23,14,10,3.0,3.0,1.0,3,3,Yes,Yes,0.83
2437,26,Travel_Rarely,Research & Development,9,1,Medical,1,Male,1,Sales Executive,Married,106860,1.0,Y,14,8,1,3.0,2,3,0,2,4.0,3.0,4.0,3,3,No,No,0.96
2438,45,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,1,Research Director,Single,29420,1.0,Y,22,8,1,21.0,4,21,8,6,4.0,2.0,3.0,3,4,No,No,1.0
2439,32,Travel_Frequently,Sales,1,1,Marketing,1,Male,2,Laboratory Technician,Married,88580,6.0,Y,16,8,1,10.0,2,5,1,3,1.0,3.0,2.0,3,3,No,No,0.98
2440,31,Travel_Rarely,Research & Development,14,2,Life Sciences,1,Male,1,Sales Executive,Married,167560,1.0,Y,11,8,2,6.0,5,5,0,3,2.0,3.0,4.0,3,3,No,No,0.98
2441,41,Non-Travel,Sales,2,2,Medical,1,Male,2,Research Scientist,Married,107980,6.0,Y,14,8,2,10.0,5,3,1,2,3.0,2.0,3.0,1,3,No,No,0.99
2442,40,Travel_Rarely,Research & Development,22,2,Technical Degree,1,Male,1,Healthcare Representative,Married,23230,2.0,Y,16,8,1,18.0,2,1,0,0,2.0,1.0,3.0,3,3,No,No,0.95
2443,24,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Female,1,Research Scientist,Divorced,14160,1.0,Y,15,8,1,6.0,3,6,1,2,2.0,1.0,4.0,2,3,No,No,0.99
2444,46,Travel_Rarely,Research & Development,6,3,Medical,1,Male,4,Sales Executive,Single,46150,6.0,Y,12,8,0,19.0,3,10,0,9,3.0,2.0,3.0,2,3,No,No,0.98
2445,35,Travel_Rarely,Sales,8,4,Life Sciences,1,Male,1,Laboratory Technician,Married,24610,2.0,Y,20,8,1,17.0,4,7,0,7,4.0,3.0,3.0,3,4,No,No,0.99
2446,30,Travel_Rarely,Sales,9,4,Marketing,1,Male,1,Laboratory Technician,Married,87220,1.0,Y,17,8,1,10.0,3,10,0,8,2.0,4.0,2.0,3,3,No,No,0.99
2447,47,Non-Travel,Research & Development,3,2,Life Sciences,1,Female,2,Sales Executive,Married,39550,7.0,Y,12,8,1,4.0,5,1,0,0,3.0,2.0,1.0,3,3,No,No,0.99
2448,46,Travel_Rarely,Research & Development,1,4,Technical Degree,1,Female,3,Sales Executive,Divorced,99570,4.0,Y,20,8,0,13.0,1,10,0,3,3.0,4.0,2.0,3,4,No,No,1.0
2449,36,Travel_Rarely,Research & Development,1,3,Medical,1,Male,2,Manufacturing Director,Divorced,33760,5.0,Y,20,8,0,16.0,3,2,2,2,2.0,1.0,3.0,3,4,Yes,Yes,0.92
2450,32,Travel_Rarely,Research & Development,26,3,Medical,1,Female,2,Research Director,Single,88230,6.0,Y,13,8,2,10.0,3,0,0,0,1.0,2.0,3.0,3,3,Yes,Yes,0.94
2451,23,Travel_Rarely,Sales,6,4,Life Sciences,1,Male,3,Manufacturing Director,Single,103220,1.0,Y,14,8,2,3.0,2,3,1,2,3.0,2.0,1.0,3,3,No,No,0.96
2452,31,Travel_Frequently,Sales,3,3,Marketing,1,Male,2,Sales Executive,Single,46210,2.0,Y,18,8,1,9.0,3,5,1,4,4.0,4.0,2.0,3,3,No,No,0.99
2453,39,Non-Travel,Research & Development,3,3,Life Sciences,1,Female,2,Manufacturing Director,Married,109760,1.0,Y,11,8,0,9.0,3,9,5,8,4.0,4.0,3.0,2,3,No,No,1.0
2454,32,Travel_Rarely,Research & Development,6,3,Technical Degree,1,Male,1,Research Scientist,Married,36600,3.0,Y,11,8,2,10.0,0,4,0,2,4.0,3.0,1.0,2,3,No,No,0.97
2455,40,Travel_Rarely,Sales,6,3,Life Sciences,1,Male,3,Manufacturing Director,Single,104820,1.0,Y,11,8,1,21.0,6,21,12,8,2.0,2.0,2.0,2,3,No,No,0.99
2456,45,Travel_Rarely,Research & Development,19,4,Medical,1,Male,1,Sales Representative,Married,71190,4.0,Y,15,8,0,9.0,2,5,0,3,3.0,3.0,4.0,3,3,No,No,0.99
2457,30,Travel_Frequently,Sales,9,3,Life Sciences,1,Male,1,Research Director,Single,95820,0.0,Y,12,8,1,10.0,2,9,0,7,4.0,1.0,3.0,3,3,No,No,0.99
2458,24,Travel_Frequently,Sales,3,4,Marketing,1,Male,1,Sales Executive,Married,45080,0.0,Y,11,8,1,3.0,5,2,2,1,1.0,4.0,3.0,3,3,No,No,0.96
2459,30,Travel_Frequently,Research & Development,10,3,Life Sciences,1,Female,1,Human Resources,Divorced,22070,6.0,Y,14,8,0,6.0,4,4,1,2,3.0,4.0,2.0,3,3,Yes,Yes,0.9
2460,31,Travel_Rarely,Research & Development,3,2,Life Sciences,1,Male,3,Laboratory Technician,Married,77560,1.0,Y,15,8,2,6.0,3,5,0,2,1.0,3.0,3.0,4,3,No,No,0.93
2461,27,Travel_Rarely,Sales,3,3,Life Sciences,1,Male,1,Manager,Single,66940,1.0,Y,13,8,1,6.0,2,6,1,4,3.0,4.0,2.0,2,3,No,No,0.97
2462,29,Travel_Rarely,Sales,4,3,Marketing,1,Male,5,Research Scientist,Single,36910,1.0,Y,13,8,0,2.0,3,2,2,2,2.0,2.0,3.0,3,3,Yes,Yes,0.97
2463,29,Travel_Frequently,Research & Development,8,4,Life Sciences,1,Female,1,Sales Executive,Single,23770,8.0,Y,21,8,1,10.0,2,3,0,2,4.0,3.0,4.0,3,4,No,No,0.95
2464,30,Travel_Rarely,Sales,7,3,Life Sciences,1,Male,3,Sales Executive,Divorced,23130,2.0,Y,11,8,0,12.0,5,7,1,7,3.0,1.0,3.0,3,3,No,No,0.98
2465,34,Travel_Rarely,Research & Development,1,2,Medical,1,Female,2,Healthcare Representative,Married,176650,0.0,Y,11,8,0,6.0,5,5,1,2,4.0,4.0,3.0,2,3,No,No,0.93
2466,33,Non-Travel,Research & Development,2,4,Medical,1,Male,1,Sales Representative,Single,25960,8.0,Y,14,8,1,13.0,4,11,1,7,4.0,2.0,2.0,3,3,No,No,0.96
2467,49,Travel_Rarely,Sales,3,4,Marketing,1,Male,1,Sales Executive,Single,47280,3.0,Y,11,8,1,8.0,4,5,0,4,4.0,4.0,4.0,3,3,No,No,0.99
2468,33,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Male,1,Sales Executive,Single,43020,2.0,Y,13,8,0,11.0,3,0,0,0,1.0,1.0,2.0,1,3,Yes,Yes,0.89
2469,38,Travel_Frequently,Research & Development,28,3,Medical,1,Male,1,Healthcare Representative,Married,29790,4.0,Y,12,8,1,9.0,3,6,0,5,3.0,2.0,2.0,3,3,No,No,1.0
2470,31,Travel_Rarely,Human Resources,9,4,Human Resources,1,Male,2,Laboratory Technician,Married,168850,2.0,Y,14,8,2,10.0,2,1,0,0,1.0,3.0,3.0,3,3,Yes,Yes,0.96
2471,29,Travel_Rarely,Research & Development,3,4,Other,1,Female,2,Sales Representative,Divorced,55930,1.0,Y,13,8,1,1.0,3,1,0,0,4.0,1.0,3.0,3,3,No,No,0.96
2472,30,Travel_Rarely,Research & Development,2,1,Medical,1,Male,1,Sales Representative,Married,104450,3.0,Y,18,8,1,10.0,3,7,1,7,3.0,3.0,3.0,3,3,No,No,1.0
2473,32,Non-Travel,Research & Development,10,4,Life Sciences,1,Female,1,Laboratory Technician,Single,87400,2.0,Y,11,8,1,12.0,2,7,0,7,2.0,2.0,3.0,3,3,No,No,1.0
